,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Sub-Saharan Africa,SSF,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.682110012,0.68283999,0.66279,0.648000002,0.635389984,0.624840021,0.615859985,0.603799999,0.586499989,0.569400012,0.562839985,0.550599992,0.545920014,0.545229971,0.544759989,0.53670001,0.534749985,0.547089994,0.527260005,0.523810029,0.520240009,0.537320018,0.556100011,0.571269989,0.605830014,0.622940004,0.640579998,0.655749977,0.678430021,0.699620008,0.700540006,0.693790019,0.698849976,0.684069991,0.694270015,0.69709003,0.708270013,0.708289981,0.701269984,0.708379984,0.705869973,0.690949976,0.714779973,0.724529982,0.724150002,0.734499991,0.744910002,0.754429996,0.766950011,,
Small states,SST,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.882550001,0.913950026,0.894710004,0.895099998,0.886189997,0.885839999,0.895169973,0.90338999,0.912400007,0.916989982,0.939289987,0.932640016,0.948700011,0.96578002,0.97608,1.002979994,1.024880052,1.032920003,1.046200037,1.052800059,1.055950046,1.058019996,1.079159975,1.079980016,1.108340025,1.148550034,1.160169959,1.167950034,1.20483005,1.213700056,1.241950035,1.274569988,1.303279996,1.296489954,1.287610054,1.284700036,1.272410035,1.287809968,1.292590022,1.288939953,1.292870045,1.290940046,1.309190035,1.324540019,1.325440049,1.334669948,1.337759972,1.354099989,1.351430058,,
Sao Tome and Principe,STP,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.924350023,0.972060025,,0.861670017,,0.871819973,1.038699985,,,,,
Suriname,SUR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,1.109040022,1.19678998,1.109899998,1.124420047,1.174049973,1.179319978,,,,,,,,,,,,1.398390055,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.963670015,0.986699998,0.999849975,1.022390008,1.045789957,1.075639963,1.101060033,1.053480029,1.087659955,1.116539955,1.150429964,1.184249997,1.224159956,1.295799971,1.329699993,1.367529988,1.372159958,1.353330016,1.350630045,1.350239992,1.352190018,1.352800012,1.35145998,1.342380047,1.344720006,1.33852005,,
Slovenia,SVN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,1.13744998,1.148620009,1.108880043,1.034909964,1.05708003,1.11006999,1.137089968,1.146440029,1.159450054,1.174379945,1.203050017,1.118520021,1.186619997,1.222550035,1.26978004,1.278890014,1.274809957,1.252099991,1.277709961,1.278589964,1.275760055,1.310700059,1.264039993,1.275570035,1.298280001,1.312719941,1.317229986,1.32167995,1.324910045,1.327250004,1.402750015,1.322350025,1.310660005,1.310539961,1.318609953,1.302299976,1.301789999,1.307250023,,
Sweden,SWE,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.769209981,0.744369984,0.751489997,0.859120011,0.879719973,0.703540027,0.753639996,0.822560012,0.872370005,0.869300008,,,,,1.122069955,1.123620033,1.113749981,1.128710032,1.14447999,1.158679962,1.182060003,1.187360048,1.196499944,1.200569987,1.209450006,1.222229958,1.238399982,1.252099991,1.291949987,1.310549974,1.334769964,1.347309947,1.351439953,1.350710034,1.351979971,1.351719975,1.36263001,1.372699976,1.367820024,1.347149968,1.338610053,1.355919957,1.356920004,1.34958005,1.34442997,1.350900054,1.357660055,1.374629974,,
Eswatini,SWZ,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.562560022,,0.371879995,,,,0.414609998,0.572179973,,0.551750004,0.580089986,0.598079979,,,,,,,,,0.67772001,0.810479999,0.670539975,0.725539982,,,0.93384999,,,0.86552,0.902499974,,1.126559973,,1.002460003,0.96164,0.86729002,,,,,0.838429987,,0.944369972,,,,,,,
Sint Maarten (Dutch part),SXM,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.635640025,,1.639289975,1.704710007,,,,,
Seychelles,SYC,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.701050043,1.710960031,1.561560035,1.617009997,1.53876996,1.465270042,1.566570044,1.517869949,1.550300002,
Syrian Arab Republic,SYR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.260100007,0.278659999,0.263020009,0.275860012,0.299519986,0.339029998,0.322100013,0.36285001,0.369560003,0.409570009,0.418709993,0.489980012,0.476500005,0.506579995,0.514959991,0.548860013,0.563059986,0.561179996,0.560299993,0.639159977,0.650250018,0.671220005,0.70727998,0.715139985,0.72378999,,,,,,,0.859719992,0.888000011,0.849340022,0.896539986,0.916920006,0.875020027,0.900110006,0.92385,0.864799976,0.993110001,0.980499983,0.998070002,1.02354002,1.090659976,1.124330044,,,,
Turks and Caicos Islands,TCA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.002760053,,1.339280009,,,,,,,,,,
Chad,TCD,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,0,0.02434,0.0801,0.042459998,0.05294,0.052859999,,,,,,,,0.093099996,,,,,,,,,,,0.150710002,0.172289997,0.160630003,,0.177599996,0.177719995,,0.114480004,0.144099995,0.06442,,,0.146909997,0.173209995,0.174339995,0.238440007,,,0.197119996,0.289990008,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,0.821919978,0.792869985,0.781289995,0.766470015,0.776950002,0.744690001,0.696690023,0.674790025,0.627900004,0.657069981,0.67347002,0.67938,0.660030007,0.632120013,0.631550014,0.647920012,0.672429979,0.687290013,0.726059973,0.751349986,0.774510026,0.756780028,0.754429996,0.75316,0.785950005,0.828350008,0.874440014,0.888999999,0.865090013,0.903760016,0.907050014,0.933470011,0.938920021,0.97852999,1.020529985,1.034839988,1.050860047,1.062139988,1.073029995,1.100489974,1.121649981,1.138870001,1.149590015,1.16652,1.169829965,1.176020026,1.177600026,
Europe & Central Asia (IDA & IBRD countries),TEC,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,1.117849946,1.115239978,1.117709994,1.122040033,1.128630042,1.123860002,1.122460008,1.129520059,1.139840007,1.145509958,1.155110002,1.161470056,1.165060043,1.169630051,1.175310016,1.174090028,1.179640055,1.168630004,1.15605998,1.141039968,1.127320051,1.10402,1.100200057,1.099939942,1.105450034,1.11413002,1.108250022,1.098919988,1.113080025,1.124629974,1.135419965,1.15023005,1.173449993,1.162909985,1.179749966,1.184100032,1.183769941,1.182479978,1.186020017,1.181010008,1.174769998,1.166419983,1.13804996,1.123620033,1.103549957,1.096600056,1.080279946,1.074480057,1.07517004,1.077409983,
Togo,TGO,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,0.125060007,0.117150001,0.145610005,0.151429996,0.158270001,0.18976,0.238639995,0.19551,0.189229995,0.172600001,0.170179993,0.163389996,0.183620006,,,0.146880001,0.139430001,,0.149259999,0.159270003,0.132599995,0.136230007,0.134110004,0.149440005,0.17159,,0.199320003,,,,,,,,,,,,,,0.272579998,,0.416409999,0.427269995,0.431239992,0.451570004,0.50959003,0.530420005,
Thailand,THA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,0.660600007,0.798650026,0.742309988,,,,,,,,,,,,,,,1.121659994,,,,,,1.148399949,1.17584002,1.128810048,1.106619954,1.133970022,1.157369971,1.110710025,1.058930039,1.177780032,1.158499956,1.168190002,1.21717,1.215190053,1.240530014,1.262480021,1.260349989,,1.289440036,,,,
Tajikistan,TJK,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.436960012,0.451330006,0.410320014,0.428620011,0.439150006,0.45074001,0.474169999,0.486629993,0.495770007,0.511430025,0.528330028,0.52737999,0.522710025,0.524070024,0.563130021,0.609690011,0.674549997,0.721700013,0.757049978,,,
Turkmenistan,TKM,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.638499975,,,,,0.824410021,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.544679999,0.583769977,0.633740008,0.651679993,0.677100003,0.695850015,0.691269994,0.700580001,0.716189981,0.726429999,0.741859972,0.760619998,0.777090013,0.799589992,0.83029002,0.845990002,0.836790025,0.878729999,0.878970027,0.907580018,0.933359981,0.944190025,0.964119971,0.994419992,1.019770026,1.053279996,1.074790001,1.105509996,1.109529972,1.129130006,1.147909999,1.135360003,1.153030038,1.160969973,1.152420044,1.161229968,1.17358005,1.186890006,1.198310018,1.208400011,1.216580033,1.213559985,1.22262001,1.223569989,1.226119995,1.22458005,1.228889942,1.229159951,1.229830027,1.229300022,
Timor-Leste,TLS,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.129680037,,,,,,,0.682619989,0.71833998,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.426340014,0.434170008,0.444099993,0.453269988,0.461739987,0.470369995,0.483799994,0.472469985,0.479970008,0.499790013,0.510829985,0.520319998,0.526260018,0.532630026,0.535510004,0.549489975,0.538370013,0.541059971,0.583140016,0.600530028,0.623679996,0.643830001,0.656930029,0.669210017,0.678250015,0.689660013,0.701849997,0.731700003,0.758109987,0.785860002,0.81457001,0.849979997,0.879100025,0.923539996,0.915769994,0.938269973,0.972169995,0.961520016,1.038579941,1.00395,0.987030029,1.001009941,1.000100017,0.978060007,0.966139972,0.974910021,0.996829987,0.998269975,1.030130029,1.033300042,
Tonga,TON,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,0.868149996,0.698239982,,0.811399996,,,1.286540031,1.294190049,,,,,,,,,,,,,,1.258380055,,,1.405200005,1.397439957,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.278860003,0.280539989,0.28362,0.284869999,0.294440001,0.308389992,0.320380002,0.34503001,0.348839998,0.362520009,0.361090004,0.372570008,0.405510008,0.398600012,0.397210002,0.423119992,0.433409989,0.432660013,0.459199995,0.466259986,0.479250014,0.48973,0.496470004,0.506739974,0.517549992,0.52996999,0.572409987,0.585080028,0.606130004,0.62650001,0.643589973,0.669879973,0.680750012,0.669860005,0.667089999,0.709819973,0.723269999,0.704550028,0.706839979,0.714299977,0.739830017,0.792370021,0.875680029,0.926360011,0.967540026,0.961979985,0.967630029,0.989449978,1.011340022,1.044319987,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.682110012,0.68283999,0.66279,0.648000002,0.635389984,0.624840021,0.615859985,0.603799999,0.586499989,0.569400012,0.562839985,0.550599992,0.545920014,0.545229971,0.544759989,0.53670001,0.534749985,0.547089994,0.527260005,0.523810029,0.520240009,0.537320018,0.556100011,0.571269989,0.605830014,0.622940004,0.640579998,0.655749977,0.678430021,0.699620008,0.700540006,0.693790019,0.698849976,0.684069991,0.694270015,0.69709003,0.708270013,0.708289981,0.701269984,0.708379984,0.705869973,0.690949976,0.714779973,0.724529982,0.724150002,0.734499991,0.744910002,0.754429996,0.766950011,,
Trinidad and Tobago,TTO,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.555040002,0.581229985,0.590080023,0.603100002,0.645910025,0.615390003,0.589890003,0.554669976,0.483900011,0.658810019,0.739239991,0.659950018,0.821669996,0.588729978,0.610710025,0.63003999,0.678200006,,0.612909973,,0.786220014,0.689520001,0.711839974,,,,,,1.275030017,1.327990055,1.345119953,1.330600023,1.372760057,1.209360003,,,,,,,,,,,,,,,,
Tunisia,TUN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.254090011,0.292349994,0.325219989,0.263980001,0.332179993,0.352809995,0.362980008,0.372240007,0.402709991,0.430539995,0.433380008,0.469090015,0.506900012,0.54598999,0.583280027,0.574419975,0.595160007,0.601310015,0.607070029,0.612810016,0.640559971,0.679069996,0.707849979,0.749549985,0.782779992,0.807550013,0.835470021,0.87857002,0.962530017,1.03884995,1.091339946,1.153689981,1.190029979,1.23514998,1.191599965,1.292269945,1.319560051,1.32119,1.337049961,1.355819941,1.388000011,1.363800049,1.374660015,1.39241004,1.396679997,1.422209978,1.445799947,1.446990013,1.458240032,
Turkey,TUR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.22597,0.227129996,0.225850001,0.236650005,0.199540004,0.180969998,0.214969993,0.255510002,0.288560003,0.30171001,,0.343769997,0.425830007,0.502600014,0.455559999,0.475510001,0.500339985,0.498600006,0.504559994,0.502900004,0.503939986,0.513670027,0.52601999,0.592530012,0.617680013,,0.542890012,0.656239986,0.660740018,,0.695940018,0.713370025,0.740360022,0.715719998,0.730849981,0.746519983,0.754190028,0.770799994,0.78628999,0.813570023,0.840600014,0.851490021,0.857949972,0.867370009,0.873369992,0.872049987,0.879809976,0.898270011,,
Tuvalu,TUV,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.192959994,0.209240004,0.19461,0.195370004,0.182899997,0.159659997,0.082910001,0.104359999,0.172849998,0.207900003,,,0.21909,0.208890006,0.1822,0.172099993,0.161410004,0.1461,,,,0.190789998,0.197050005,0.183239996,0.211469993,0.195700005,0.2148,0.247620001,0.255730003,0.26879999,0.305590004,0.316850007,0.335860014,0.446269989,0.414310008,0.485119998,,0.478969991,,,0.824630022,,0.54914999,0.54124999,,0.538110018,,,,0.658029974,
Uganda,UGA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.214660004,0.255259991,0.263579994,,0.232390001,0.218490005,0.244489998,0.338950008,,0.321379989,0.290659994,0.295679986,0.366589993,,,0.303229988,0.390859991,,0.39339,0.378450006,0.393059999,0.380510002,0.39982,0.425579995,0.461380005,0.48131001,0.493970007,,,0.519420028,0.503239989,0.516300023,0.610189974,0.587329984,0.60789001,,0.742569983,,0.765089989,0.759739995,0.746249974,0.733129978,0.684570014,,0.729709983,,,,,,
Ukraine,UKR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.239719987,,,,1.096940041,1.116119981,1.117030025,1.141289949,1.15813005,1.176789999,1.184329987,1.190999985,1.19461,1.198379993,1.202160001,1.213629961,1.20412004,1.155040026,1.131060004,1.161489964,1.134960055,,,,,,
Upper middle income,UMC,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.95043999,0.949519992,0.958289981,0.953239977,0.946619987,0.934180021,0.922630012,0.929949999,0.93096,0.91237998,0.903980017,0.880859971,0.883920014,0.890540004,0.890600026,0.874830008,0.853500009,0.851119995,0.848739982,0.853190005,0.857320011,0.863269985,0.878620028,0.894219995,0.889310002,0.899550021,0.894240022,0.925209999,0.960910022,0.99605,1.019199967,1.010429978,1.034260035,1.032999992,1.051190019,1.059399962,1.077460051,1.10405004,1.116240025,1.12037003,1.121860027,1.126209974,1.13864994,1.144279957,1.144279957,1.149080038,1.154019952,1.157089949,1.163249969,1.163969994,
Uruguay,URY,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,0.852339983,0.805809975,,0.912840009,,1.059219956,1.101079941,,1.001659989,0.980459988,,,,,,,,,,,,,,,1.455629945,1.431169987,1.431390047,1.448690057,1.48605001,1.507650018,1.503890038,1.426370025,1.404450059,,,,,,,,,,,,,,
United States,USA,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.690079987,0.721700013,0.777079999,0.808589995,0.841949999,0.842499971,0.921249986,0.977890015,1.027279973,1.06941998,1.098539948,1.114770055,1.111240029,1.122050047,1.139240026,1.154710054,1.172129989,1.192180037,1.206689954,1.212460041,1.216109991,,1.220460057,1.220160007,1.22815001,1.233629942,,1.237849951,1.238929987,1.242589951,1.247490048,1.262899995,1.274960041,1.288030028,1.29685998,1.300209999,1.297700047,1.289630055,1.286520004,1.282179952,1.27839005,1.282359958,1.271890044,1.265130043,1.26267004,1.25643003,1.26481998,1.268270016,,
Uzbekistan,UZB,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.821160018,0.835609972,0.809239984,0.79956001,0.769200027,0.779590011,0.692449987,0.696759999,0.699999988,0.671150029,0.690559983,0.68058002,0.643840015,0.598200023,0.596469998,0.620429993,0.629010022,0.646709979,0.607919991,0.697719991,0.827340007,
St. Vincent and the Grenadines,VCT,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,1.855049968,1.704049945,,,,,,1.548030019,1.42682004,,,1.53828001,,,,,,,,,,,,,,,,,,,,,,,,1.548030019,1.402590036,,,,,
"Venezuela, RB",VEN,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.721710026,1.073410034,0.932789981,0.917990029,,,,,,,,,,,1.314620018,,1.08070004,1.068259954,,,,,1.408229947,,,,,,,,,,,,
British Virgin Islands,VGB,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.588170052,1.63033998,1.445449948,1.564820051,,1.558560014,,,,,1.373039961,,,,,,1.442649961,1.369099975,,1.443459988,,
Virgin Islands (U.S.),VIR,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,0.673229992,0.504890025,0.450239986,0.453359991,,0.31716001,,,,,,,,,,,,,,,,,0.671509981,0.776049972,0.73803997,0.752499998,0.776549995,0.783550024,,0.72183001,0.973020017,1.017609954,0.99721998,1.007390022,1.016379952,1.025490046,,0.908179998,1.052600026,1.005480051,1.195090055,,,,
Vanuatu,VUT,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.570140004,0.591120005,0.589030027,,,,,,,,,,,,,,,,
World,WLD,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.738740027,0.727779984,0.734809995,0.750760019,0.762950003,0.77384001,0.775129974,0.800199986,0.811399996,0.819509983,0.826240003,0.828679979,0.840719998,0.840610027,0.843020022,0.847599983,0.841910005,0.844980001,0.862290025,0.872659981,0.890169978,0.900279999,0.919089973,0.936290026,0.935760021,0.948819995,0.954980016,0.967760026,0.973909974,0.988430023,0.994700015,0.997910023,1.023859978,1.026759982,1.036489964,1.047250032,1.061290026,1.065340042,1.069689989,1.070950031,1.071539998,1.070539951,1.087280035,1.096300006,1.103080034,1.10442996,1.110849977,1.116179943,1.124289989,1.130810022,
Samoa,WSM,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.00928,0.05068,,,,0.05785,,0.230670005,,,,0.07999,,0.966449976,,,,,,,,,,,,,,,0.963729978,1.047049999,0.922749996,,,,,,,,,,,,,,,,,1.52433002,1.527889967,,
Kosovo,XKX,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208629996,,,,,0.155780002,,0.280640006,,,0.339439988,0.347579986,0.364069998,0.361110002,0.381980002,0.411549985,0.430040002,,0.436659992,0.440189987,,,,,,,,,
South Africa,ZAF,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.841740012,0.848749995,0.79667002,0.836799979,0.864769995,0.856880009,0.923129976,,,,,,,,,,,,,,,,,,1.288800001,1.292510033,1.291689992,,1.288069963,1.301609993,1.316480041,,
Zambia,ZMB,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,0.179069996,,,,0.307080001,0.160929993,,,,0.303200006,,0.262470007,0.279940009,,,,,,0.37628001,0.392030001,,,,,,,,,0.465409994,0.465759993,,,,,,,,,,,,0.369010001,0.737150013,,,,,,,,
Zimbabwe,ZWE,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.516690016,0.528779984,,0.495739996,,,,,,0.479420006,,,,,,,,,,,,,,,,,,0.733039975,0.69562,0.705259979,0.775489986,,0.839969993,,,,,
